-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
0.000000,-2.860000,0.000000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-2.860000,0.000000,0.000000
-2.860000,0.000000,0.000000
-2.860000,0.000000,0.000000
-2.860000,0.000000,0.000000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
-1.430000,1.430000,1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
1.430000,1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
-1.430000,-1.430000,-1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
1.430000,-1.430000,1.430000
